e;PDF;ec6;pdfc6;dC;LC;dS;LS;dCH;LCH;dIP;LIP
;;;;88.381818;2.000029703;314.853014;1.999687668;154.410669;2.000007457;202.774136;2.000106462
;;;;88.048644;2.000131987;314.851816;1.999687668;154.242658;1.999605643;202.77241;2.000106462
;;;;88.214105;2.000080845;314.849854;2.00015107;154.240111;1.999605643;202.771441;1.999647807
;;;;88.047143;2.000131987;315.015635;1.999634703;154.569243;1.999954533;202.768959;2.000106462
;;;;88.212604;2.000080845;314.682008;1.999740634;154.401232;1.999552717;202.933448;2.000053365
;;;;88.045641;2.000131987;314.680811;1.999740634;154.397935;2.000007457;202.932479;1.999594707
;;;;88.04489;2.000131987;314.845063;2.00015107;154.894031;1.999848685;202.763781;2.000106462
;;;;88.210351;2.000080845;315.01008;2.000098106;154.72527;1.999901609;202.929027;1.999594707
;;;;88.043389;2.000131987;314.843432;1.999687668;154.22483;1.999605643;203.092759;2.000000267
;;;;88.20885;2.000080845;314.842235;1.999687668;154.387747;2.000007457;202.924819;2.000053365
;;;;88.041887;2.000131987;314.841037;1.999687668;154.551415;1.999954533;203.089308;2.000000267
;;;;87.874925;2.000183129;314.839839;1.999687668;154.715083;1.999901609;202.921367;2.000053365
;;;;88.040386;2.000131987;315.004092;2.000098106;154.712536;1.999901609;202.919641;2.000053365
;;;;88.205847;2.000080845;315.335323;1.999992177;154.709989;1.999901609;202.917915;2.000053365
;;;;88.205096;2.000080845;314.670032;1.999740634;154.541228;1.999954533;202.91619;2.000053365
;;;;88.204345;2.000080845;314.668069;2.000204035;154.704895;1.999901609;203.080679;2.000000267
;;;;88.536018;1.999978561;315.16628;1.999581737;154.702348;1.999901609;202.746523;2.000106462
;;;;88.202844;2.000080845;315.164318;2.000045141;154.699802;1.999901609;202.744797;2.000106462
;;;;88.368305;2.000029703;314.996906;2.000098106;154.53104;1.999954533;202.743828;1.999647807
;;;;88.367554;2.000029703;314.830258;1.999687668;154.528493;1.999954533;202.741346;2.000106462
;;;;88.366803;2.000029703;314.662846;1.999740634;154.692161;1.999901609;202.906591;1.999594707
;;;;88.199841;2.000080845;314.827098;2.00015107;154.5234;1.999954533;203.070324;2.000000267
;;;;88.365302;2.000029703;314.99288;1.999634703;154.520853;1.999954533;202.902383;2.000053365
;;;;88.696974;1.999927418;315.157897;1.999581737;154.68452;1.999901609;202.900657;2.000053365
;;;;88.3638;2.000029703;314.98972;2.000098106;154.681974;1.999901609;203.065146;2.000000267
;;;;88.861684;1.999876276;314.988522;2.000098106;154.845641;1.999848685;202.897205;2.000053365
;;;;88.52851;1.999978561;314.988089;1.999634703;154.67688;1.999901609;202.730022;1.999647807
;;;;88.527759;1.999978561;314.820677;1.999687668;154.674333;1.999901609;202.893754;2.000053365
;;;;88.360797;2.000029703;315.151144;2.000045141;154.671786;1.999901609;202.892028;2.000053365
;;;;88.193835;2.000080845;314.817517;2.00015107;154.503025;1.999954533;202.891059;1.999594707
;;;;88.359295;2.000029703;314.816319;2.00015107;154.832907;1.999848685;202.888576;2.000053365
;;;;88.524756;1.999978561;314.982101;1.999634703;154.664146;1.999901609;202.887607;1.999594707
;;;;88.524006;1.999978561;315.146353;2.000045141;154.661599;1.999901609;203.05134;2.000000267
;;;;88.357043;2.000029703;314.979705;1.999634703;154.492837;1.999954533;202.550969;2.00015956
;;;;88.190081;2.000080845;315.143958;2.000045141;154.82272;1.999848685;202.716215;1.999647807
;;;;88.687965;1.999927418;315.14276;2.000045141;154.653958;1.999901609;202.879947;2.000053365
;;;;89.018771;2.000350017;315.141562;2.000045141;154.485197;1.999954533;202.545792;2.00015956
;;;;88.520252;1.999978561;315.306579;1.999992177;154.48265;1.999954533;202.544823;1.999700906
;;;;89.018136;1.999825134;314.973717;1.999634703;154.480103;1.999954533;202.87477;2.000053365
;;;;88.684962;1.999927418;315.137969;2.000045141;154.643771;1.999901609;203.039259;2.000000267
;;;;88.351788;2.000029703;315.137536;1.999581737;154.475009;1.999954533;202.871318;2.000053365
;;;;89.015884;1.999825134;315.301789;1.999992177;154.638677;1.999901609;202.870349;1.999594707
;;;;88.350286;2.000029703;315.134376;2.000045141;154.469916;1.999954533;203.034081;2.000000267
;;;;88.349536;2.000029703;315.133179;2.000045141;154.633583;1.999901609;203.032356;2.000000267
;;;;88.348785;2.000029703;315.298196;1.999992177;154.963466;1.999795761;203.196845;1.999947169
;;;;88.348034;2.000029703;315.130783;2.000045141;154.960919;1.999795761;202.862689;2.000053365
;;;;88.347283;2.000029703;315.462015;1.999939213;154.625943;1.999901609;203.027178;2.000000267
;;;;88.014109;2.000131987;315.294603;1.999992177;154.457181;1.999954533;202.693779;1.999647807
;;;;88.345782;2.000029703;315.12719;2.000045141;154.620849;1.999901609;203.023726;2.000000267
;;;;88.511243;1.999978561;315.458422;1.999939213;154.452088;1.999954533;202.855786;2.000053365
;;;;89.009127;1.999825134;315.457224;1.999939213;154.948185;1.999795761;202.854817;1.999594707
;;;;88.343529;2.000029703;315.456027;1.999939213;154.779423;1.999848685;202.852334;2.000053365
;;;;88.010355;2.000131987;315.288614;1.999992177;154.943091;1.999795761;203.016823;2.000000267
;;;;88.50824;1.999978561;315.287417;1.999992177;154.940544;1.999795761;203.015097;2.000000267
;;;;88.175066;2.000080845;315.286219;1.999992177;154.771783;1.999848685;202.847157;2.000053365
;;;;88.839161;1.999876276;315.285021;1.999992177;154.93545;1.999795761;202.846188;1.999594707
;;;;88.339776;2.000029703;315.616253;1.999886248;154.600474;1.999901609;203.00992;2.000000267
;;;;88.671448;1.999927418;316.113699;1.999727356;154.930357;1.999795761;203.008194;2.000000267
;;;;88.670697;1.999927418;315.780072;1.999833284;154.761595;1.999848685;203.172683;1.999947169
;;;;89.00237;1.999825134;315.945089;1.99978032;154.759048;1.999848685;203.004742;2.000000267
;;;;88.834542;2.000401157;315.445248;1.999939213;154.922716;1.999795761;202.836802;2.000053365
;;;;88.16981;2.000080845;315.277835;1.999992177;154.920169;1.999795761;203.002048;1.999541608
;;;;88.335271;2.000029703;315.110423;2.000045141;154.751408;1.999848685;202.999565;2.000000267
;;;;88.500732;1.999978561;315.441655;1.999939213;154.582646;1.999901609;203.164054;1.999947169
;;;;88.499981;1.999978561;315.606672;1.999886248;154.746314;1.999848685;202.996113;2.000000267
;;;;88.166807;2.000080845;315.605474;1.999886248;154.909982;1.999795761;202.994388;2.000000267
;;;;88.333134;1.999504877;315.604276;1.999886248;154.74122;1.999848685;202.826447;2.000053365
;;;;88.830152;1.999876276;315.436864;1.999939213;154.904888;1.999795761;202.990936;2.000000267
;;;;89.160959;2.000298876;315.435666;1.999939213;154.902341;1.999795761;202.98921;2.000000267
;;;;89.493497;1.999671708;315.268254;1.999992177;154.899794;1.999795761;202.987484;2.000000267
;;;;89.325669;2.000247736;315.267056;1.999992177;154.897248;1.999795761;202.819544;2.000053365
;;;;89.159573;1.999773992;315.598288;1.999886248;154.894701;1.999795761;202.817818;2.000053365
;;;;88.660187;1.999927418;315.430876;1.999939213;154.725939;1.999848685;202.982307;2.000000267
;;;;88.991859;1.999825134;315.429678;1.999939213;154.889607;1.999795761;202.980581;2.000000267
;;;;88.658685;1.999927418;315.594695;1.999886248;155.219489;1.999689913;202.81264;2.000053365
;;;;88.491723;1.999978561;315.427283;1.999939213;154.884513;1.999795761;202.977129;2.000000267
;;;;88.490972;1.999978561;315.5923;1.999886248;155.048181;1.999742837;202.975403;2.000000267
;;;;88.490221;1.999978561;315.424887;1.999939213;154.87942;1.999795761;202.973678;2.000000267
;;;;88.323259;2.000029703;315.42369;1.999939213;154.876873;1.999795761;202.971952;2.000000267
;;;;88.48872;1.999978561;315.256277;1.999992177;154.874326;1.999795761;202.970226;2.000000267
;;;;88.321757;2.000029703;315.587509;1.999886248;155.037994;1.999742837;202.802285;2.000053365
;;;;88.487218;1.999978561;315.420097;1.999939213;155.035447;1.999742837;202.80056;2.000053365
;;;;88.652679;1.999927418;315.585114;1.999886248;154.866685;1.999795761;202.798834;2.000053365
;;;;88.485717;1.999978561;315.417701;1.999939213;154.864139;1.999795761;202.797108;2.000053365
;;;;88.651178;1.999927418;315.582718;1.999886248;154.861592;1.999795761;202.961597;2.000000267
;;;;88.816639;1.999876276;315.415306;1.999939213;154.859045;1.999795761;202.959871;2.000000267
;;;;88.483465;1.999978561;315.247894;1.999992177;155.022713;1.999742837;202.958145;2.000000267
;;;;88.316502;2.000029703;315.246696;1.999992177;154.853951;1.999795761;203.122634;1.999947169
;;;;88.648175;1.999927418;315.411713;1.999939213;154.851404;1.999795761;202.788479;2.000053365
;;;;88.315001;2.000029703;315.410515;1.999939213;155.015072;1.999742837;203.119183;1.999947169
;;;;88.31425;2.000029703;315.243103;1.999992177;155.17874;1.999689913;203.117457;1.999947169
;;;;88.645922;1.999927418;315.40812;1.999939213;155.342408;1.999636989;202.949516;2.000000267
;;;;88.644306;2.000452297;315.074493;2.000045141;155.339861;1.999636989;202.94779;2.000000267
;;;;88.311998;2.000029703;315.405725;1.999939213;155.502778;2.000038865;202.946065;2.000000267
;;;;88.311247;2.000029703;315.404527;1.999939213;155.334767;1.999636989;203.442983;1.999840974
;;;;88.809131;1.999876276;315.0709;2.000045141;155.166006;1.999689913;203.108828;1.999947169
;;;;88.807514;2.000401157;315.402132;1.999939213;155.163459;1.999689913;203.273317;1.999894072
;;;;88.80763;1.999876276;315.400934;1.999939213;155.160912;1.999689913;203.105376;1.999947169
;;;;89.138436;2.000298876;315.399736;1.999939213;155.32458;1.999636989;202.937435;2.000000267
;;;;88.806128;1.999876276;315.398539;1.999939213;155.155068;2.00014471;203.101924;1.999947169
;;;;88.306742;2.000029703;315.397341;1.999939213;155.153271;1.999689913;203.266414;1.999894072
;;;;88.472203;1.999978561;315.396143;1.999939213;155.150724;1.999689913;203.264688;1.999894072
;;;;88.471452;1.999978561;315.228731;1.999992177;155.148178;1.999689913;203.096747;1.999947169
;;;;88.470702;1.999978561;315.559963;1.999886248;155.145631;1.999689913;203.095021;1.999947169
;;;;88.469951;1.999978561;315.39255;1.999939213;154.976869;1.999742837;203.093295;1.999947169
;;;;88.4692;1.999978561;315.225138;1.999992177;154.974322;1.999742837;203.257784;1.999894072
;;;;88.967084;1.999825134;315.390155;1.999939213;155.13799;1.999689913;203.089844;1.999947169
;;;;88.965468;2.000350017;315.721387;1.999833284;155.135443;1.999689913;203.088118;1.999947169
;;;;88.965583;1.999825134;315.553974;1.999886248;155.132896;1.999689913;203.086392;1.999947169
;;;;88.79862;1.999876276;315.386562;1.999939213;155.296564;1.999636989;203.084666;1.999947169
;;;;88.46458;2.000503438;315.551579;1.999886248;155.294017;1.999636989;202.916726;2.000000267
;;;;88.630907;1.999927418;315.384167;1.999939213;155.29072;2.000091787;203.081215;1.999947169
;;;;88.96258;1.999825134;315.549184;1.999886248;155.288924;1.999636989;202.913274;2.000000267
;;;;88.795617;1.999876276;315.714201;1.999833284;155.286377;1.999636989;203.077763;1.999947169
;;;;88.628655;1.999927418;315.546788;1.999886248;155.28383;1.999636989;203.242252;1.999894072
;;;;88.627904;1.999927418;315.711805;1.999833284;155.115069;1.999689913;203.240526;1.999894072
;;;;88.793365;1.999876276;315.876822;1.99978032;155.278736;1.999636989;202.740913;1.999594707
;;;;88.958826;1.999825134;315.70941;1.999833284;155.276189;1.999636989;203.07086;1.999947169
;;;;88.791864;1.999876276;315.708212;1.999833284;155.273643;1.999636989;203.069134;1.999947169
;;;;88.45869;1.999978561;315.5408;1.999886248;155.271096;1.999636989;203.067408;1.999947169
;;;;88.291727;2.000029703;315.705817;1.999833284;155.434763;1.999584065;202.899467;2.000000267
;;;;88.6234;1.999927418;315.870834;1.99978032;155.266002;1.999636989;202.731527;2.000053365
;;;;88.788861;1.999876276;315.703422;1.999833284;155.263455;1.999636989;202.896016;2.000000267
;;;;89.120533;1.999773992;315.536009;1.999886248;155.427123;1.999584065;202.89429;2.000000267
;;;;88.620281;2.000452297;315.701026;1.999833284;155.59004;1.999985943;202.892564;2.000000267
;;;;88.786608;1.999876276;315.699829;1.999833284;155.255064;2.000091787;203.057053;1.999947169
;;;;88.784991;2.000401157;315.532416;1.999886248;155.253268;1.999636989;202.889112;2.000000267
;;;;88.618895;1.999927418;315.531219;1.999886248;155.5824;1.999985943;203.053601;1.999947169
;;;;88.618144;1.999927418;315.696236;1.999833284;155.413638;2.000038865;203.051876;1.999947169
;;;;88.783605;1.999876276;315.695038;1.999833284;155.743521;1.99993302;202.883935;2.000000267
;;;;89.115278;1.999773992;315.69384;1.999833284;155.408545;2.000038865;202.882209;2.000000267
;;;;88.948315;1.999825134;315.858857;1.99978032;155.405998;2.000038865;203.046698;1.999947169
;;;;89.11291;2.000298876;316.023874;1.999727356;155.237987;1.999636989;203.044972;1.999947169
;;;;88.780602;1.999876276;315.690247;1.999833284;155.23544;1.999636989;202.877032;2.000000267
;;;;88.779851;1.999876276;316.021479;1.999727356;155.564572;1.999985943;202.875306;2.000000267
;;;;88.945312;1.999825134;315.687852;1.999833284;155.562025;1.999985943;203.20601;1.999894072
;;;;88.612138;1.999927418;315.852869;1.99978032;155.725693;1.99993302;203.204284;1.999894072
;;;;88.611388;1.999927418;315.851671;1.99978032;155.390717;2.000038865;203.202558;1.999894072
;;;;88.610637;1.999927418;315.850474;1.99978032;155.38817;2.000038865;203.200832;1.999894072
;;;;88.776098;1.999876276;315.849276;1.99978032;155.552588;1.999531141;203.032892;1.999947169
;;;;88.609135;1.999927418;316.014293;1.999727356;155.550041;1.999531141;203.197381;1.999894072
;;;;88.774596;1.999876276;316.013095;1.999727356;155.546744;1.999985943;203.195655;1.999894072
;;;;88.607634;1.999927418;316.178112;1.999674392;155.544197;1.999985943;203.360144;1.999840974
;;;;88.27446;2.000029703;316.009935;2.000190818;155.54165;1.999985943;203.192203;1.999894072
;;;;88.606132;1.999927418;315.843288;1.99978032;155.539103;1.999985943;203.190477;1.999894072
;;;;88.771593;1.999876276;316.008305;1.999727356;155.371092;1.999584065;203.354966;1.999840974
;;;;88.770842;1.999876276;316.007107;1.999727356;155.534009;1.999985943;203.187026;1.999894072
;;;;88.770092;1.999876276;316.005145;2.000190818;155.697677;1.99993302;203.351515;1.999840974
;;;;88.603129;1.999927418;316.004712;1.999727356;155.529666;1.999531141;203.349789;1.999840974
;;;;88.76859;1.999876276;316.003514;1.999727356;155.858798;1.999880098;203.514278;1.999787876
;;;;88.767839;1.999876276;315.835337;2.000243781;155.524573;1.999531141;203.346337;1.999840974
;;;;89.099512;1.999773992;316.167333;1.999674392;155.521275;1.999985943;203.012182;1.999947169
;;;;88.766338;1.999876276;315.999921;1.999727356;155.518728;1.999985943;203.342886;1.999840974
;;;;88.765587;1.999876276;315.832509;1.99978032;155.516182;1.999985943;203.34116;1.999840974
;;;;88.930182;2.000350017;316.16374;1.999674392;155.679849;1.99993302;203.339434;1.999840974
;;;;89.096509;1.999773992;315.995563;2.000190818;155.511088;1.999985943;203.171493;1.999894072
;;;;88.763335;1.999876276;316.161345;1.999674392;155.508541;1.999985943;203.003553;1.999947169
;;;;89.095007;1.999773992;315.993933;1.999727356;155.505994;1.999985943;203.334257;1.999840974
;;;;88.927179;2.000350017;316.158185;2.000137856;155.669662;1.99993302;203.332531;1.999840974
;;;;88.761082;1.999876276;315.991537;1.999727356;155.5009;1.999985943;203.330805;1.999840974
;;;;89.258101;2.000247736;315.989575;2.000190818;155.664568;1.99993302;203.162864;1.999894072
;;;;89.589773;2.000145456;316.321571;1.999621427;155.495807;1.999985943;203.493568;1.999787876
;;;;88.757964;2.000401157;316.154159;1.999674392;155.49326;1.999985943;203.325627;1.999840974
;;;;88.923425;2.000350017;315.986747;1.999727356;155.823142;1.999880098;203.157687;1.999894072
;;;;88.757329;1.999876276;315.985549;1.999727356;155.488166;1.999985943;203.322176;1.999840974
;;;;89.089001;1.999773992;315.983587;2.000190818;155.818049;1.999880098;203.32045;1.999840974
;;;;89.253596;2.000247736;315.983154;1.999727356;155.649287;1.99993302;203.318724;1.999840974
;;;;88.588865;1.999927418;315.981956;1.999727356;155.812955;1.999880098;203.150784;1.999894072
;;;;88.754326;1.999876276;315.980758;1.999727356;155.810408;1.999880098;203.315273;1.999840974
;;;;89.085132;2.000298876;316.809869;1.999926005;155.807861;1.999880098;203.479762;1.999787876
;;;;88.919036;1.999825134;316.642457;1.999978968;155.805314;1.999880098;203.145606;1.999894072
;;;;88.585862;1.999927418;316.475045;2.00003193;155.636553;1.99993302;203.310095;1.999840974
;;;;88.751323;1.999876276;316.640062;1.999978968;155.966435;1.999827176;203.308369;1.999840974
;;;;88.915917;2.000350017;316.638864;1.999978968;155.631459;1.99993302;203.306643;1.999840974
;;;;89.082244;1.999773992;316.471452;2.00003193;155.628912;1.99993302;203.304918;1.999840974
;;;;89.080628;2.000298876;316.636469;1.999978968;155.79258;1.999880098;203.303192;1.999840974
;;;;88.74832;1.999876276;316.635271;1.999978968;155.790033;1.999880098;203.301466;1.999840974
;;;;89.079126;2.000298876;316.467859;2.00003193;155.953701;1.999827176;203.29974;1.999840974
;;;;88.580606;1.999927418;316.632876;1.999978968;155.784939;1.999880098;203.298014;1.999840974
;;;;89.078491;1.999773992;316.964107;1.999873043;155.616178;1.99993302;203.296289;1.999840974
;;;;88.579105;1.999927418;316.796695;1.999926005;155.613631;1.99993302;203.460021;2.00024659
;;;;89.076123;2.000298876;316.795497;1.999926005;155.611084;1.99993302;203.292837;1.999840974
;;;;88.910027;1.999825134;316.628085;1.999978968;155.608537;1.99993302;203.124896;1.999894072
;;;;88.743064;1.999876276;316.793102;1.999926005;155.605991;1.99993302;203.12317;1.999894072
;;;;88.576102;1.999927418;316.62569;1.999978968;155.769658;1.999880098;203.287659;1.999840974
;;;;88.741563;1.999876276;316.956921;1.999873043;155.767111;1.999880098;203.285934;1.999840974
;;;;88.408389;1.999978561;316.789509;1.999926005;155.764565;1.999880098;203.117993;1.999894072
;;;;88.57385;1.999927418;316.622097;1.999978968;155.928232;1.999827176;203.116267;1.999894072
;;;;88.573099;1.999927418;316.620899;1.999978968;155.925686;1.999827176;203.114541;1.999894072
;;;;88.73856;1.999876276;316.785916;1.999926005;155.923139;1.999827176;203.112815;1.999894072
;;;;88.737809;1.999876276;316.784718;1.999926005;156.086806;1.999774253;203.11109;1.999894072
;;;;89.068615;2.000298876;316.783521;1.999926005;155.918045;1.999827176;203.109364;1.999894072
;;;;88.736307;1.999876276;316.782323;1.999926005;155.749284;1.999880098;203.107638;1.999894072
;;;;88.735557;1.999876276;316.781125;1.999926005;155.746737;1.999880098;203.272127;1.999840974
;;;;88.734806;1.999876276;316.779928;1.999926005;155.577975;1.99993302;203.270401;1.999840974
;;;;88.900267;1.999825134;316.944945;1.999873043;155.907858;1.999827176;203.434133;2.00024659
;;;;89.064862;2.000298876;316.943747;1.999873043;155.739096;1.999880098;203.26695;1.999840974
;;;;88.898765;1.999825134;317.108764;1.99982008;155.736549;1.999880098;202.932794;1.999947169
;;;;88.897148;2.000350017;316.941352;1.999873043;155.567788;1.99993302;203.263498;1.999840974
;;;;88.731052;1.999876276;317.106369;1.99982008;155.731456;1.999880098;203.261772;1.999840974
;;;;88.730301;1.999876276;316.772742;1.999926005;155.728909;1.999880098;203.260046;1.999840974
;;;;88.563339;1.999927418;316.771544;1.999926005;155.892576;1.999827176;203.25832;1.999840974
;;;;89.227435;1.99972285;316.936561;1.999873043;156.056244;1.999774253;203.256595;1.999840974
;;;;89.225818;2.000247736;316.935363;1.999873043;155.887483;1.999827176;203.088654;1.999894072
;;;;88.89351;1.999825134;316.767951;1.999926005;155.718721;1.999880098;203.086928;1.999894072
;;;;88.726548;1.999876276;316.766753;1.999926005;155.54996;1.99993302;203.085202;1.999894072
;;;;88.725797;1.999876276;316.433126;2.00003193;155.879842;1.999827176;203.249691;1.999840974
;;;;89.223681;1.99972285;316.598143;1.999978968;155.877295;1.999827176;203.247966;1.999840974
;;;;88.724295;1.999876276;316.76316;1.999926005;155.708534;1.999880098;203.24624;1.999840974
;;;;88.391121;1.999978561;316.429533;2.00003193;155.872202;1.999827176;203.410729;1.999787876
;;;;88.722794;1.999876276;316.428336;2.00003193;155.869655;1.999827176;203.242788;1.999840974
;;;;88.721177;2.000401157;316.593353;1.999978968;155.867108;1.999827176;203.573492;1.999734779
;;;;88.721292;1.999876276;316.592155;1.999978968;155.864561;1.999827176;203.239336;1.999840974
;;;;89.052965;1.999773992;316.590957;1.999978968;155.862014;1.999827176;203.237611;1.999840974
;;;;88.553579;1.999927418;316.58976;1.999978968;155.859467;1.999827176;203.235885;1.999840974
;;;;88.71904;1.999876276;316.588562;1.999978968;155.690706;1.999880098;203.400374;1.999787876
;;;;89.38227;2.000196596;316.919794;1.999873043;155.854374;1.999827176;203.397891;2.00024659
;;;;89.049096;2.000298876;316.586167;1.999978968;155.851827;1.999827176;203.396922;1.999787876
;;;;88.550576;1.999927418;316.751184;1.999926005;155.84928;1.999827176;203.395196;1.999787876
;;;;89.04846;1.999773992;316.916201;1.999873043;155.846733;1.999827176;203.393471;1.999787876
;;;;88.880632;2.000350017;316.582574;1.999978968;156.010401;1.999774253;203.391745;1.999787876
;;;;88.548324;1.999927418;316.913805;1.999873043;155.675425;1.999880098;203.888664;1.999628584
;;;;89.045342;2.000298876;316.746393;1.999926005;155.839093;1.999827176;203.222078;1.999840974
;;;;89.044591;2.000298876;316.91141;1.999873043;155.836546;1.999827176;203.220352;1.999840974
;;;;88.712283;1.999876276;316.577783;1.999978968;155.667784;1.999880098;203.384841;1.999787876
;;;;89.210167;1.99972285;316.909015;1.999873043;155.997667;1.999774253;203.216901;1.999840974
;;;;88.876127;2.000350017;316.741602;1.999926005;155.99512;1.999774253;203.38139;1.999787876
;;;;88.710031;1.999876276;316.40874;1.999568463;155.992573;1.999774253;203.545879;1.999734779
;;;;88.708414;2.000401157;316.572992;1.999978968;155.823811;1.999827176;203.543396;2.000193494
;;;;88.542318;1.999927418;316.40558;2.00003193;155.987479;1.999774253;203.376212;1.999787876
;;;;88.873124;2.000350017;316.404382;2.00003193;156.151147;1.999721331;203.540701;1.999734779
;;;;88.707028;1.999876276;316.23697;2.000084893;156.1486;1.999721331;203.206546;1.999840974
;;;;88.706277;1.999876276;316.235772;2.000084893;155.64741;1.999880098;203.53725;1.999734779
;;;;88.539315;1.999927418;316.234575;2.000084893;155.644863;1.999880098;203.535524;1.999734779
;;;;88.538564;1.999927418;316.234142;1.999621427;155.974745;1.999774253;203.366826;2.00024659
;;;;88.870236;1.999825134;316.564609;1.999978968;155.972198;1.999774253;203.365857;1.999787876
;;;;89.034831;2.000298876;316.563411;1.999978968;155.969651;1.999774253;203.696561;1.999681681
;;;;89.201158;1.99972285;316.063569;2.000137856;155.80089;1.999827176;203.362406;1.999787876
;;;;89.199541;2.000247736;316.063136;1.999674392;155.964558;1.999774253;203.526895;1.999734779
;;;;88.53481;1.999927418;315.72951;1.99978032;155.962011;1.999774253;203.358954;1.999787876
;;;;88.700271;1.999876276;315.395883;1.999886248;155.959464;1.999774253;203.523443;1.999734779
;;;;88.69952;1.999876276;315.5609;1.999833284;156.123132;1.999721331;203.687932;1.999681681
;;;;88.698769;1.999876276;315.559702;1.999833284;155.788156;1.999827176;203.519992;1.999734779
;;;;88.698019;1.999876276;315.724719;1.99978032;155.785609;1.999827176;203.518266;1.999734779
;;;;89.029691;1.999773992;316.05595;1.999674392;155.949276;1.999774253;203.51654;1.999734779
;;;;89.194286;2.000247736;316.386417;2.00003193;155.94673;1.999774253;203.514814;1.999734779
;;;;89.02819;1.999773992;316.551434;1.999978968;155.944183;1.999774253;203.346873;1.999787876
;;;;89.026573;2.000298876;316.384022;2.00003193;155.775421;1.999827176;203.511362;1.999734779
;;;;89.026688;1.999773992;316.549039;1.999978968;155.939089;1.999774253;203.509637;1.999734779
;;;;89.025071;2.000298876;316.547841;1.999978968;156.102757;1.999721331;203.674126;1.999681681
;;;;89.024321;2.000298876;316.546644;1.999978968;155.933995;1.999774253;203.33997;1.999787876
;;;;88.858224;1.999825134;316.711661;1.999926005;155.765234;1.999827176;203.504459;1.999734779
;;;;88.856607;2.000350017;316.710463;1.999926005;155.928902;1.999774253;203.335762;2.00024659
;;;;88.856723;1.999825134;316.543051;1.999978968;156.092569;1.999721331;203.501008;1.999734779
;;;;89.187529;2.000247736;316.541853;1.999978968;156.090023;1.999721331;203.499282;1.999734779
;;;;88.855221;1.999825134;316.540655;1.999978968;155.921261;1.999774253;203.331341;1.999787876
;;;;88.853604;2.000350017;316.539458;1.999978968;156.084929;1.999721331;203.1634;1.999840974
;;;;88.85372;1.999825134;316.704475;1.999926005;156.082382;1.999721331;203.327889;1.999787876
;;;;88.686757;1.999876276;316.370848;2.00003193;155.913621;1.999774253;203.492378;1.999734779
;;;;89.517065;1.999620566;316.2042;1.999621427;155.911074;1.999774253;203.656111;2.000140398
;;;;88.850601;2.000350017;316.535432;1.999515499;155.908527;1.999774253;203.488927;1.999734779
;;;;89.016928;1.999773992;315.702396;2.000243781;155.90598;1.999774253;203.320986;1.999787876
;;;;88.683754;1.999876276;315.535749;1.999833284;155.903433;1.999774253;203.65169;1.999681681
;;;;88.516792;1.999927418;315.534551;1.999833284;155.900886;1.999774253;203.649964;1.999681681
;;;;89.512445;2.000145456;315.367139;1.999886248;155.732125;1.999827176;203.481267;2.000193494
;;;;89.677906;2.000094315;315.532156;1.999833284;156.062007;1.999721331;203.646513;1.999681681
;;;;89.677155;2.000094315;315.364743;1.999886248;155.893246;1.999774253;203.478572;1.999734779
;;;;89.676404;2.000094315;315.52976;1.999833284;156.056913;1.999721331;203.476846;1.999734779
;;;;90.008077;1.999992035;315.196133;1.999939213;156.054367;1.999721331;203.641335;1.999681681
;;;;89.674903;2.000094315;315.69358;1.99978032;156.05182;1.999721331;203.638852;2.000140398
;;;;89.50794;2.000145456;315.526167;1.999833284;156.049273;1.999721331;203.471669;1.999734779
;;;;89.50719;2.000145456;315.691184;1.99978032;156.046726;1.999721331;203.469943;1.999734779
;;;;89.672651;2.000094315;315.523772;1.999833284;156.044179;1.999721331;203.468217;1.999734779
;;;;89.838111;2.000043175;315.35636;1.999886248;155.875418;1.999774253;203.300276;1.999787876
;;;;89.671149;2.000094315;315.521377;1.999833284;155.872871;1.999774253;203.464765;1.999734779
;;;;89.504187;2.000145456;315.686394;1.99978032;155.70411;1.999827176;203.463039;1.999734779
;;;;89.669647;2.000094315;315.685196;1.99978032;156.033992;1.999721331;203.460557;2.000193494
;;;;89.668897;2.000094315;315.850213;1.999727356;156.19766;1.999668409;203.625803;1.999681681
;;;;89.501934;2.000145456;316.513109;1.999978968;156.028898;1.999721331;203.790292;1.999628584
;;;;89.833607;2.000043175;315.681603;1.99978032;155.860137;1.999774253;203.622351;1.999681681
;;;;89.832856;2.000043175;315.84662;1.999727356;156.190019;1.999668409;203.619868;2.000140398
;;;;89.665894;2.000094315;316.344066;1.999568463;155.855043;1.999774253;203.618899;1.999681681
;;;;89.498931;2.000145456;315.511795;1.999833284;156.018711;1.999721331;203.284744;1.999787876
;;;;89.830604;2.000043175;315.676812;1.99978032;155.849949;1.999774253;203.947121;2.000034206
;;;;89.829853;2.000043175;315.343185;1.999886248;156.013617;1.999721331;203.613722;1.999681681
;;;;89.662891;2.000094315;316.006081;2.000137856;155.844856;1.999774253;203.445024;2.000193494
;;;;89.66214;2.000094315;316.171863;1.999621427;156.008523;1.999721331;203.444055;1.999734779
;;;;89.661389;2.000094315;315.672022;1.99978032;156.005976;1.999721331;203.608544;1.999681681
;;;;89.82685;2.000043175;315.338395;1.999886248;156.00343;1.999721331;203.273632;2.00024659
;;;;89.659888;2.000094315;315.669626;1.99978032;156.167097;1.999668409;203.438878;1.999734779
